appendComment,pics,rateContent,rateDate,reply,serviceRateContent,userInfo
,,,,,,
,,为什么衣服的条形码扫不出来东西 票据什么的还挺全不知道是不是正   衣服还行吧  。。.,,,,
,,,,,,
,,很满意！Sehr zufrieden!速度快！帅。,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,一般General,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,官网就是给力，爽！显肌肉神器！??,,,,
,,,,,,
,,nullnichtig,,,,
,,,,,,
,,很好。Sehr gut.很合身。棒棒哒,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好！Okay!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不錯Recht,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,正品Authentisch,,,,
,,还不错哦Oh gut,,,,
,,很好！Sehr gut!！!！!很舒服,,,,
,,,,,,
,,一如既往的好Immer gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,不错Recht,,,,
,,好Okay,,,,
,,,,,,
,,正品Authentisch,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,太棒了Großartig,,,,
,,,,,,
,,不错。Ja.,,,,
,,,,,,
,,很不错的衣服！正品！Genuine!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,和Und,
,,,,,,
,,,,,,
,,,,,,
,,不错。Ja.正品行货,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,好评！Good!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很喜欢Ich mag,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,太快了，，都不习惯，，昨天下午订的，今早就到了，，。。.！!！!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,大爱Lieben,,,,
,,,,,,
,,,,,,
,,,,,,
,,可以Dose,,,,
,,,,,,
,,,,,,
,,,,,,
,,帅Shuai,,,好Okay,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,好Okay,身高:155cmHöhe: 155cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,正品！Genuine!质量很好。Gute Qualität.商家还附带发票。特别赞！,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,衣服穿着很显身材，夏天锻炼用。不错Recht,,,,
,,,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,很喜欢Ich mag,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,挺好的Sehr gut,,,,
,,,,,,
,,衣服不错，健身的时候穿着感觉很好，下次还在这儿购买！！!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错，是正品，包装正规，好评！！!,,,,身高:170cmHöhe: 170cm
,,好Okay,,,,
,,正品Authentisch,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,好的Gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好评Günstige Kommentar,,,,
,,,,,,
,,,,,,
,,,,,,
,,还可以。Okay.质量不错。正品Authentisch,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,不错不错Nicht schlecht,,,,
,,,,,,
,,东西真不多！！!！!！!,,,,
,,,,,,
,,,,,,
,,发货快！Schnelle Lieferung!物流快！,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错不错Nicht schlecht,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错不错，洛阳世纪英豪健身俱乐部双溪布洛店专用衣服！！!,,,,
,,,,,,
,,,,,,
,,,,,,
,,衣服穿着很显身材，夏天锻炼用。不错Recht,,,,
,,,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,很喜欢Ich mag,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,挺好的Sehr gut,,,,
,,,,,,
,,衣服不错，健身的时候穿着感觉很好，下次还在这儿购买！！!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错，是正品，包装正规，好评！！!,,,,身高:170cmHöhe: 170cm
,,好Okay,,,,
,,正品Authentisch,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,好的Gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好评Günstige Kommentar,,,,
,,,,,,
,,,,,,
,,,,,,
,,还可以。Okay.质量不错。正品Authentisch,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,不错不错Nicht schlecht,,,,
,,,,,,
,,东西真不多！！!！!！!,,,,
,,,,,,
,,,,,,
,,发货快！Schnelle Lieferung!物流快！,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错不错Nicht schlecht,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错不错，洛阳世纪英豪健身俱乐部双溪布洛店专用衣服！！!,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,,,,好Okay,
,,还可以。Okay.只是尺码选小了。身高175体重78最后买了一件L的,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,正品！Genuine!晚上健身房穿去试试,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,衣服应该是正品，但实际排汗效果不太好，衣服贴身上冰冰凉。包装发票外观都还是很不错看得出卖家的细心。好评！Good!,,,,
,,00,,,,
,,很舒适！！!两天收货！！!,,,,
,,,,,,
,,,,,,
,,满意Zufriedenheit,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,衣服略满意吧！男票180，145左右！买的xl的穿着略大...而且超级长...应该买175的估计穿着更合身一些！！!,,,,
,,质量很好Gute Qualität,,,,
,,,,,,
,,,,,,
,,,,,,
,,好评Günstige Kommentar,,,好评Günstige Kommentar,
,,,,,,
,,,,,赞，顺丰快递速度惊人。。.。.昨天拍的，今天下午到货。。.,身高:170cmHöhe: 170cm
,,很不错！包装好！正品！Genuine!！!！!物流真的没得说！很喜欢顺丰！,,,,
,,,,,,
,,不错Recht,,,,
,,不错Recht,,,不错Recht,身高:175cmHöhe: 175cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很满意Sehr zufrieden,,,,
,,货到了不通知我让我给快递打电话，什么鬼？？?？?不过是真的发票很好,,,,
,,很合身Sehr fit,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,非常好Das ist gut,,,,
,,,,,,
,,还可以。Okay.第二次在这里买东西了。,,,,
,,,,,,
,,挺好的Sehr gut,,,,
,,,,,,
,,我Ich,,,,
,,,,,,
,,,,,,
,,超级满意，身高175、体重69，买L！卖家服务超好、发货超快！赞赞赞Lob Lob Lob,,,,
,,质量好！Gute Qualität!,,,,
,,一直在这帮同学买，质量很好。跟了我三年一点事也没有。大赞！Loben!,,,,
,,,,,,
,,发的顺丰，第二天就到了，包装很好，衣服质量也不错，有紧身效果，穿着舒适，很满意的一次购物！！!,,,不错Recht,
,,,,,,
,,,,,,
,,,,,,
,,还可以Du kannst auch,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好！Okay!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,正品！Genuine!质量挺好的！,,,,
,,,,,,身高:165cmHöhe: 165cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,发的顺丰第二天就到了，衣服很好很舒服！健身穿，有紧身效果，很显身材很有型！挺满意的！！!,,,还行Okay,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,还不错Ziemlich gut,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,身高:155cmHöhe: 155cm
,,爽到爆了。是正品，没有问题。尺码大小正好。。.导购不错。推荐得。很满意，下次绝对还来买。,,,,
,,,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,,身高:166cmHöhe: 166cm
,,好Okay,,,,
,,,,,,
,,,,,,
,,很好Gut,,,,
,,非常好Das ist gut,,,,身高:158cmHöhe: 158cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,看过了，是正品，衣料收缩弹力不错，包装很好，物流很快．．.．.．.５星,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错！Ja!,,,,
,,很好Gut,,,,
,,非常不错Sehr gut,,,,
,,好！Okay!真的,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,满意Zufriedenheit,,,,身高:175cmHöhe: 175cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很满意，快递真快   而且服务态度非常好！！!！!,,,,
,,挺好Sehr gut,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,,
,,很好！Sehr gut!,,,,
,,,,,,
,,不错！Ja!,,,,
,,,,,,
,,很好！Sehr gut!！!！!值得推荐~~~,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,身高:175cmHöhe: 175cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,东西很好Etwas Gutes,,,,
,,,,,,
,,,,,,
,,,,,,
,,帅Shuai,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,第一次拍错了！不过退款！询问都特别热情！购物很愉快！穿上肌肉挺显的！看吸汗如何！值得期待！五星Fünf Sterne,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,有极大色差，实物是玫瑰红。老公不拘小节穿着还挺高兴。。.,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,非常喜欢。Sehr viel.排汗功能出色，性价比很高。,,,,
,,还好Glücklicherweise,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,穿着很舒服！！!,,,,
,,赞！Gefällt mir!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,可以Dose,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,快递快的吓人！！!！!衣服不错就是有一点点小。。.。.可能是我太高的原因。。.。.,,,,
,,,,,,
,,,,,,
,,,,,,
,,官方店嘛，没什么多说的！哈哈Haha,,,,
,,,,,,
,,,,,,
,,正品Authentisch,,,,身高:175cmHöhe: 175cm
,,,,,,
,,,,,,
,,,,,,
,,非常好Das ist gut,,,,
,,,,,,
,,,,,,
,,??,,,,
,,,,,,
,,,,,,
,,挺好的Sehr gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,衣服版型非常好，上身很舒服，就是略贵 哈哈\n顺丰超快啊，上海到山西只需要一天！！!！!反正我是惊呆了，最快的一次，没有之一,,,,
,,,,,,
,,,,,很好Gut,
,,,,,,
,,,,,,
,,不错。Ja.还行吧Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,还行Okay,,,,
,,,,,,
,,,,,,
,,好的Gut,,,,
,,正品Authentisch,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,不错～Gut ~,,,,
,,,,,,
,,,,,,
,,,,,,
,,还不错，就是长度有点长。。.,,,,身高:175cmHöhe: 175cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好评！Good!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,一如既往的好！！!！!还会再来的！！!,,,,
,,,,,,
,,,,,,
,,衣服上身效果超赞！很好！Sehr gut!,,,,
,,质量不错，颜色色差太大了。。.。.基本是桃红。。.。.,,,,
,,,,,,
,,,,,,
,,老公穿起来很合适哦！哈哈Haha,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,很好。Sehr gut.。.。.。.,,,,
,,,,,,
,,,,,,
,,,,,,
,,还不错Ziemlich gut,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,偏Schräge,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,还不错Ziemlich gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,衣服相当好！质量，触摸质感都不错！ 1米76，65公斤选M号！有点长！不过耐克这训练服就这尿性！其他地方都很紧身！唯独腰身部分有些宽松！可能是因为自己腰太细。。.。.没法！非常满意的一次网购！,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,在In,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,不错Recht,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很好Gut,,,,
,,非常不错Sehr gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,非常快，还有发票，很正规！衣服质量很好！值得信赖！Vertrauenswürdig!,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,很好Gut,,,,
,,东西不错，是正品穿着超显身材。 8快全部暴露出来了。。.赞+1 但是不知道会不会穿久了变形！,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,身高:175cmHöhe: 175cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,质量不错Gute Qualität,,,,
,,非常好，顺丰真快，衣服非常贴身，很舒服。??,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,我188，87kg结果上衣有点大了？......,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,非常好Das ist gut,,,,身高:170cmHöhe: 170cm
,,,,,,
,,,,,很满意Sehr zufrieden,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,"“""",,,,
,,衣服很棒！很喜欢Ich mag,,,,
,,还可以Du kannst auch,,,,
,,蛮好的Alles gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很好！Sehr gut!,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,还行Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,正品Authentisch,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,??????,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,满意Zufriedenheit,,,,
,,,,,,
,,,,,挺好的Sehr gut,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,还行吧Okay,,,,
,,,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,,
,,可以Dose,,,,
,,,,,,
,,,,,,
,,挺好Sehr gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,不错Recht,
,,好！Okay!,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,身高:175cmHöhe: 175cm
,,niceschön,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,??,,,,
,,好Okay,,,,
,,,,,,
,,好Okay,,,好Okay,身高:170cmHöhe: 170cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,身高:166cmHöhe: 166cm
,,,,,,身高:166cmHöhe: 166cm
,,挺好的Sehr gut,,,,
,,,,,,
,,,,,,
,,不错。Ja.,,,,
,,不错Recht,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,儿子很满意！值得购买！Kauf wert!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,身高:170cmHöhe: 170cm
,,好Okay,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,好看！Gutaussehend!？?,身高:170cmHöhe: 170cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,买小了。哎175体重65Kg     M穿不起来。。.。.。.露点Taupunkt,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错不错Nicht schlecht,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,非常满意Sehr zufrieden,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,好评Günstige Kommentar,,,,
,,好Okay,,,好Okay,
,,还不错Ziemlich gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,正品Authentisch,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,不错～Gut ~,,,,
,,,,,,
,,,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,,
,,,,,,
,,,,,,
,,还行Okay,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,好Okay,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错不错Nicht schlecht,,,,
,,,,,,
,,很好！Sehr gut!很强大！服务态度很棒！快递极速！配我的HD2014简直要骚翻了,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,身高:175cmHöhe: 175cm
,,,,,,
,,好Okay,,,,
,,正品！Genuine!穿上很修身，很舒服！,,,,
,,,,,,
,,好！Okay!,,,,
,,,,,,
,,,,,,
,,满意Zufriedenheit,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很好Gut,,,,
,,大小合适Die richtige Größe,,,,
,,,,,,
,,还不错Ziemlich gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,正品！Genuine!态度好，还会来,,,,
,,,,,,
,,绝对真品正品。质量很好穿着很舒服！！!,,,,
,,,,,,
,,,,,,
,,完美Perfekt,,,,
,,完美Perfekt,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很棒Großartig,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,满意！Zufriedenheit!,,,,
,,,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,,
,,,,,,
,,不错Recht,,,,
,,棒，态度好，发货快，质量好！五星Fünf Sterne,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,,,,,
,,非常好Das ist gut,,,,
,,,,,,
,,,,,很好。Sehr gut.,身高:175cmHöhe: 175cm
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,合身Fit,,,,身高:175cmHöhe: 175cm
,,,,,,
,,nullnichtig,,,,
,,,,,,
,,还不错。Nicht schlecht.物流也快,,,,
,,,,,,
,,赞一个Wie ein,,,,
,,物流快，居然还有发票。还没穿，看起来不错！好评Günstige Kommentar,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,可以Dose,,,,
,,,,,,
,,很好Gut,,,,
,,宝贝非常一次愉快的购物！！!,,,,
,,,,,,
,,goodgut,,,,
,,,,,,
,,好评。。.。.。.。.。.。.。.。.。.。.。.,,,,
,,,,,,
,,,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,,
,,！!AAAAAAAAA,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,身高:170cmHöhe: 170cm
,,,,,,
,,很好Gut,,,,
,,,,,,身高:175cmHöhe: 175cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,好Okay,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很好Gut,,,,
,,,,,,
,,一如既往的好Immer gut,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很满意Sehr zufrieden,,,,
,,,,,,
,,,,,,身高:162cmHöhe: 162cm
,,,,,好Okay,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,发货超快的！绝对正品！Absolut authentisch!超值！Leistungs-Verhältnis!,,,,
,,,,,,
,,,,,,
,,,,,,
,,还不错Ziemlich gut,,,,
,,,,,,
,,正品Authentisch,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,个人感觉价格贵了，我和43块紧身衣对比了一下，料子一样就是耐克的稍微紧点难拉开，43的比较松，不过元旦还上班工作人员辛苦了。。.,,,,
,,,,,,
,,好Okay,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
232226879159|2014-12-31 22:54:08|刚好今天去健身，货到了，朋友直接穿上了，感觉还是相当的棒的，有一种利利索索的感觉，然后再推几组杠铃，瞬间感觉自己强壮了！！!|0||,,一如既往的好，这件是帮朋友买的，我之前就在Nike官网买了一件了，非常的好，一看就是正品！！!,,,,
,,,,,,
,,,,,,
,,挺合适的，就是价格一点儿也不优惠。。.。.,,,,
,,很好Gut,,,,
,,,,,,
,,有点小了。。.。.不过质量不错,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,ookk。有点长。Ein wenig länger.不错！Ja!,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,衣服有好多好多线头！而且一扯就开线的那种！虽然说是正品，可是应该是二等品吧。。.。.郁闷Deprimiert,,,,
,,不错！Ja!,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,很满意！Sehr zufrieden!！!。.。.。.。.。.。.。.。.棒棒哒。。.。.,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,,,,,
,,NiceNizza,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错。Ja.,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,不错。Ja.,,,,
,,非常好。Das ist gut.衣服舒适。包装精美。赞Lob,,,,
,,,,,,
,,,,,,
,,不错Recht,,,,
,,goodgut,,,,
,,goodgut,,,,
,,,,,好Okay,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,身高:165cmHöhe: 165cm
,,,,,,
,,很好。Sehr gut.,,,,
,,,,,,
,,,,,,
,,,,,,
,,okOk,,,,
,,,,,,
,,好Okay,,,,
,,衣服很好。不错。Ja.,,,,
,,,,,,
,,,,,,身高:165cmHöhe: 165cm
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,好！Okay!男朋友满意 物流巨快,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,身高:175cmHöhe: 175cm
,,nullnichtig,,,,
,,,,,不错Recht,
,,好Okay,,,,
,,一般General,,,,
,,正品！Genuine!老公说不错，物流超快，超好，下次还会来。,,,,
